TF	Gene	Rank
CG34376	Sec22	57099
wek	CG16903	57100
CG6791	TAF1C-like	57101
BEAF-32	garz	57102
CG6791	CG16941	57103
Atf6	CG42586	57104
hang	sced	57105
dl	Nnf1a	57106
tsh	5PtaseI	57107
vri	Ziz	57108
CG32264	CG1024	57109
cnc	ifc	57110
sd	CG4562	57111
bbx	mei-38	57112
Med	Sap130	57113
Ets98B	CG2658	57114
Dsp1	CG45049	57115
CG6791	Prp8	57116
Dif	CG14103	57117
rgr	Nep1	57118
CG1792	CG8494	57119
CG9215	CG9917	57120
Clamp	Rab8	57121
CG3726	GAPsec	57122
CG8301	Taf10	57123
crol	Cyp305a1	57124
Atf6	Cyt-c-d	57125
crol	Zfrp8	57126
Mitf	CG11737	57127
CTCF	CG5339	57128
CG1620	Oga	57129
Ptx1	CG9850	57130
so	CG1968	57131
CG14441	mal	57132
mamo	Bin1	57133
vri	Srp54k	57134
Atf3	CG8907	57135
tgo	Nsun2	57136
tsh	Rabex-5	57137
Myb	Gem2	57138
bun	Oseg1	57139
cwo	Srp54	57140
Ets98B	stet	57141
l(3)neo38	Oatp74D	57142
Hnf4	Dpit47	57143
cyc	Roe1	57144
CG6175	Glt	57145
ush	CG17108	57146
CG17359	uri	57147
Su(var)2-10	CycB	57148
CG5180	CG17556	57149
Chrac-16	Nedd8	57150
Atf6	CG10195	57151
Bgb	CG17829	57152
cwo	nrv3	57153
chn	Nep3	57154
mamo	Ppcs	57155
ush	CG7099	57156
CTCF	decay	57157
CHES-1-like	CG4291	57158
CG7987	Kmn1	57159
CG17328	atms	57160
klu	slif	57161
Lin29	CG31886	57162
CG6175	MFS10	57163
CG6254	Bap60	57164
klu	CG4404	57165
Lpt	Atg2	57166
MTA1-like	geminin	57167
Lin29	CG18180	57168
E(spl)mbeta-HLH	CG9701	57169
onecut	Chc	57170
CG5953	whd	57171
dsx	CG34291	57172
Chrac-16	snf	57173
Mad	CG1814	57174
CG11560	CG11808	57175
Dif	SP2637	57176
CG5953	CG5150	57177
Meics	CG10590	57178
CG12236	Prp3	57179
Adf1	tsh	57180
CG17385	CG3709	57181
CHES-1-like	CG9515	57182
Myb	CoVIb	57183
CG7372	pav	57184
fkh	CG4293	57185
CG17912	CG7441	57186
Hnf4	CG15210	57187
jing	zip	57188
CG8290	Mnn1	57189
Ets98B	or	57190
ash1	msl-1	57191
Trl	kek5	57192
hang	cg	57193
CG34376	CG3308	57194
cwo	CG33298	57195
Atf3	l(1)G0289	57196
schlank	CG10795	57197
Rabex-5	CG3160	57198
CG3995	CG31650	57199
Su(var)2-10	CG11367	57200
Sry-beta	dah	57201
Hr78	CG1104	57202
wdn	CG32533	57203
bun	CCHa2	57204
CG8089	cni	57205
E(spl)m3-HLH	Cpr49Ae	57206
Cenp-C	Leash	57207
CG15514	l(2)k10201	57208
E(spl)m3-HLH	Amy-p	57209
CG6791	Stat92E	57210
CG8089	hyx	57211
CG3847	CG10731	57212
TFAM	CG11999	57213
Trl	Idgf3	57214
CG6813	Kap3	57215
crol	CSN4	57216
klu	CG8950	57217
Chrac-16	CG1789	57218
crp	dup	57219
CG3281	Mys45A	57220
pfk	Liprin-beta	57221
CG8301	CG14040	57222
tsh	CG11412	57223
dl	Su(Tpl)	57224
bun	CG8549	57225
CG4820	CG7839	57226
pnt	crok	57227
CG11560	CG18815	57228
Dip2	U2af50	57229
NfI	RpII140	57230
CG13624	Amy-d	57231
Hr96	VhaAC39-1	57232
row	CG12608	57233
Xbp1	CG9065	57234
Med	Rab35	57235
CkIIalpha-i1	CG5854	57236
vfl	wal	57237
Hnf4	CG9769	57238
CG12659	mRpS18A	57239
Mnt	Atg13	57240
Ssrp	Ulp1	57241
CG7928	mod(mdg4)	57242
CG6272	CG13760	57243
drm	Gk	57244
E(spl)mbeta-HLH	Grasp65	57245
CG3726	Vha16-1	57246
CG8944	CG3224	57247
Mes2	CG3815	57248
CG6813	CG9986	57249
jim	GstE10	57250
CG10654	mRpL24	57251
klu	CG8386	57252
CG8944	Caf1-180	57253
CG15073	CG31643	57254
Atf3	CG15014	57255
disco-r	CG15111	57256
Myb	CG12717	57257
toy	S2P	57258
cg	CG15744	57259
bun	CG8841	57260
dsx	yellow-f	57261
Deaf1	p115	57262
jing	Sec5	57263
Myb	pad	57264
BEAF-32	CG13090	57265
Ptx1	Ref1	57266
NfI	CG8915	57267
tsh	LanB1	57268
YL-1	CG13298	57269
Lhr	Iswi	57270
tj	CG7197	57271
BEAF-32	ebd2	57272
ash1	dpa	57273
vri	CG3902	57274
CG7987	alpha-Est8	57275
NK7.1	CG14591	57276
toy	l(3)neo38	57277
Bap170	tral	57278
CG4617	fliI	57279
toy	CG32939	57280
Ets98B	Nrg	57281
drm	cp309	57282
Snoo	CG11396	57283
Xbp1	l(1)G0148	57284
lilli	CG14650	57285
BEAF-32	CG3511	57286
phol	Ack	57287
CG17385	Rok	57288
Deaf1	DLP	57289
Myb	CG9727	57290
klu	CG10866	57291
phol	Cdc37	57292
klu	CG17321	57293
BEAF-32	CG13605	57294
CG7987	Sec61alpha	57295
l(3)neo38	bwa	57296
BEAF-32	Mesh1	57297
Jarid2	fliI	57298
CG6175	mol	57299
Atf6	CG12355	57300
CG7987	her	57301
BEAF-32	Srp72	57302
Atf3	CG34310	57303
Med	CG7603	57304
hang	scny	57305
CG10654	loqs	57306
CkIIalpha-i1	Ced-12	57307
Myb	Pdh	57308
Atf3	CG14414	57309
gem	NFAT	57310
CG1647	CG1789	57311
Trl	Rcd4	57312
emc	MED10	57313
Trl	Irp-1B	57314
tgo	row	57315
CG14710	CG5537	57316
BEAF-32	Sxl	57317
NfI	CG2034	57318
E(spl)mbeta-HLH	CG12780	57319
CHES-1-like	MFS10	57320
row	kel	57321
CG11560	CG4788	57322
CG17829	RpL29	57323
fu2	Mcm5	57324
Thd1	Sema-1b	57325
Dref	DMAP1	57326
CG11723	stas	57327
E(bx)	CG2926	57328
Thd1	Snap25	57329
Myb	Es2	57330
CG11970	Kdm2	57331
CG11696	CG8187	57332
ci	Ipk2	57333
Su(var)2-10	Chrac-16	57334
E(spl)mbeta-HLH	Rpn13	57335
klu	Aats-trp	57336
CG31365	CG9836	57337
bun	CG4866	57338
D1	ave	57339
Ptx1	CG34348	57340
Ets98B	Gbp	57341
so	MBD-like	57342
Thd1	CG9915	57343
TFAM	Aats-gly	57344
tsh	CG13012	57345
CG3847	Gapdh2	57346
CG3847	spoon	57347
rgr	CG6945	57348
osa	lid	57349
ct	CG15362	57350
CG15073	Act42A	57351
CG6175	Phb2	57352
CG9305	pen	57353
Ptx1	ico	57354
CG8924	Su(var)3-7	57355
E2f2	CG7637	57356
CG31224	rno	57357
Med	CG3165	57358
hng2	CG5807	57359
Dsp1	CkIalpha	57360
CG6791	egg	57361
E(spl)mbeta-HLH	Cen	57362
mld	CG8314	57363
Dif	CG11839	57364
CG4360	CG16941	57365
CG15601	spd-2	57366
CG14710	abs	57367
Ets98B	CG3344	57368
apt	Pdfr	57369
z	Unc-76	57370
drm	IntS8	57371
ttk	Nplp1	57372
Spps	Nufip	57373
Xbp1	mRpS16	57374
Dsp1	dome	57375
klu	CG17260	57376
phol	HIP-R	57377
chn	Nhe1	57378
so	yip7	57379
CG12659	MED20	57380
E(spl)mbeta-HLH	CG18622	57381
CG8944	Abi	57382
crol	CG17266	57383
bowl	siz	57384
Mes4	PDCD-5	57385
Med	Ing3	57386
Deaf1	CG15744	57387
cad	ZnT63C	57388
row	CG1603	57389
onecut	CG2915	57390
dwg	CG9715	57391
CG11970	LBR	57392
her	CG8460	57393
Dek	sl	57394
cg	CG1427	57395
CG13624	CG16753	57396
CG5953	Hil	57397
CG6654	tst	57398
CG3281	Ns1	57399
hang	nonA	57400
Snoo	mRpL23	57401
Myb	CG4078	57402
ken	CG4398	57403
onecut	CG6701	57404
tsh	Sep5	57405
E(spl)mbeta-HLH	CG17598	57406
ewg	CG8229	57407
vfl	betaTub60D	57408
CG7987	wkd	57409
dl	AP-2alpha	57410
Chrac-16	LSm1	57411
Atf6	CG4287	57412
crol	sea	57413
CG5953	CG7927	57414
Deaf1	Cap-D2	57415
Dsp1	CG7655	57416
Ets98B	CG8176	57417
CG34376	CG32112	57418
CG10274	CG2004	57419
wdn	CG12702	57420
CG4282	Ada2b	57421
CG17829	CG12338	57422
Snoo	CG8027	57423
TFAM	CG32095	57424
Jarid2	CG31855	57425
CG6175	Bx	57426
onecut	Rpd3	57427
Set2	pds5	57428
Met	CG14005	57429
Snoo	vls	57430
CG32264	CG32000	57431
tna	CG8628	57432
CG6813	CG3634	57433
Myb	mRpL27	57434
Trl	CG18178	57435
bowl	GstE7	57436
drm	CG8485	57437
CG31388	CG31441	57438
CG4404	CG2685	57439
Meics	SmE	57440
Bgb	CG12213	57441
Hnf4	Gadd34	57442
MBD-R2	Prp8	57443
hb	MEP-1	57444
Lhr	CG32100	57445
CG32264	Bem46	57446
Nf-YA	CG14220	57447
CG17328	pzg	57448
tj	Roc1a	57449
CG11695	CG11414	57450
CG1647	Mtor	57451
CG7987	TSG101	57452
CTCF	CG7326	57453
CG32264	MED31	57454
CG11902	CG7466	57455
CkIIalpha-i1	CG32425	57456
ush	CG6388	57457
jing	Tango9	57458
CG13624	CG12883	57459
pnt	GABPI	57460
CG3726	rec	57461
CG8319	CG12024	57462
bun	CG8281	57463
CG11902	GABPI	57464
CG6689	CG3589	57465
CG17612	CG15436	57466
Myb	Zif	57467
CG6654	atms	57468
Ada2b	CycB	57469
Trl	Iswi	57470
Cenp-C	CG14814	57471
vfl	neur	57472
tna	CG9344	57473
apt	CG15418	57474
pho	CG32428	57475
BEAF-32	CG14117	57476
mxc	RpI1	57477
tj	CG10590	57478
Dip2	l(1)10Bb	57479
CG9932	CG31108	57480
CG6813	CG8121	57481
phol	cin	57482
Sry-beta	CG8173	57483
BEAF-32	FRG1	57484
shn	CG16717	57485
CG17361	CG7006	57486
Trl	CG32425	57487
dwg	CG17829	57488
CG17829	mRpS7	57489
CG15514	CG14803	57490
BEAF-32	CG10103	57491
bab2	CG13933	57492
mamo	CG9186	57493
Adf1	ph-p	57494
CG7987	CG1440	57495
tsh	Ag5r	57496
Adf1	Rcc1	57497
drm	Dip-B	57498
emc	Rbpn-5	57499
CG8944	CG8326	57500
Snoo	CG13919	57501
Med	CG2247	57502
crol	CG1317	57503
Hnf4	app	57504
Hr96	Vha44	57505
srp	CG7054	57506
bab2	mia	57507
Taf1	Uba2	57508
BEAF-32	CG6762	57509
Mitf	CG8892	57510
so	chrb	57511
tsh	sinu	57512
vri	GstE9	57513
sug	Idh	57514
Trl	spri	57515
pnt	Jon25Biii	57516
tna	CG7616	57517
drm	Krn	57518
crol	CG3163	57519
Mitf	Tak1	57520
Zif	CG33213	57521
vfl	CG11388	57522
CG8944	PEK	57523
cnc	CG13599	57524
CG32772	Def	57525
CG2116	ago	57526
CG3281	Patj	57527
wdn	CG2051	57528
drm	CG18180	57529
ken	CG8329	57530
zf30C	RhoGEF4	57531
CkIIalpha-i1	sle	57532
CG4404	Rat1	57533
Su(var)2-10	Hmg-2	57534
GATAe	CG11753	57535
CG15514	CDC45L	57536
CG8301	CG34136	57537
dl	CG31522	57538
CG5953	CG15117	57539
CG7928	HP1b	57540
CG33213	dUTPase	57541
chif	puf	57542
Cdc5	CG30008	57543
CG10543	Sec23	57544
E(spl)mbeta-HLH	GM130	57545
shn	GstD1	57546
Hr39	CG10139	57547
Dek	CG5800	57548
pad	gry	57549
mxc	sav	57550
pnt	bt	57551
CG30020	Nopp140	57552
Deaf1	brat	57553
Adf1	tsr	57554
sd	JHDM2	57555
Atf3	daw	57556
Adf1	CG3402	57557
onecut	CG1665	57558
l(3)neo38	CG6796	57559
exd	Eb1	57560
cnc	CG13375	57561
Gug	gro	57562
pan	Mtl	57563
Snoo	mRpL16	57564
NK7.1	twin	57565
su(Hw)	Csl4	57566
pnt	sax	57567
crol	OstDelta	57568
Dsp1	CG32772	57569
disco-r	fog	57570
BEAF-32	mtDNA-helicase	57571
Hr78	yki	57572
CG9948	CG10343	57573
CG6813	CG10492	57574
Hr96	per	57575
ken	Smg5	57576
dwg	CG9890	57577
Thd1	Mvl	57578
peb	rols	57579
Dref	Hop	57580
Ptx1	CG5367	57581
grh	Tgi	57582
TFAM	NAA20	57583
CG1792	CG10375	57584
CG17328	POSH	57585
da	CG9603	57586
CG17385	mars	57587
CG10462	l(3)76BDr	57588
CG12659	Sec61beta	57589
CG6654	vret	57590
CG14711	CG5147	57591
bun	CG4743	57592
HmgZ	DNApol-delta	57593
CG17912	CG1671	57594
CG4404	Rac1	57595
fkh	CAHbeta	57596
trem	CG10903	57597
CG8944	CG4768	57598
CG5953	CG13605	57599
CG10366	Txl	57600
ush	l(2)35Bc	57601
bab2	CG6613	57602
CG1647	Sirt7	57603
Mes4	Psf3	57604
tna	CG8461	57605
tsh	CG12825	57606
Myb	Mlc1	57607
CG30020	Rtc1	57608
Myb	CG6744	57609
apt	comm3	57610
Myb	hk	57611
osa	cnk	57612
CG10979	lkb1	57613
Dp	CG9948	57614
CG2202	MED30	57615
CG10431	Csat	57616
Lin29	mtm	57617
G9a	CG8414	57618
emc	CG43693	57619
Br140	MED1	57620
ct	GC1	57621
bigmax	yip2	57622
CG4282	mbt	57623
CG17385	S2P	57624
tj	CG11382	57625
Dif	defl	57626
CG3726	CG1890	57627
pho	CG17597	57628
jim	CG8778	57629
kay	CG3061	57630
BEAF-32	CG11141	57631
CG3726	CG4542	57632
CG17359	CG9356	57633
disco-r	Cpr72Ec	57634
bbx	CG10082	57635
Snoo	CG6540	57636
mamo	CG1628	57637
hb	Tsc1	57638
crol	Ppt2	57639
Dif	Reg-2	57640
Ets97D	CG5550	57641
mxc	pch2	57642
Lin29	kin17	57643
ken	CG31522	57644
Su(var)2-10	CG6066	57645
CG32772	Eip75B	57646
CG4404	Dot	57647
CG10431	CG14696	57648
klu	Spn42Dc	57649
CG17328	CG2021	57650
tna	CASK	57651
ken	CG9422	57652
mamo	CG14642	57653
CG7928	msl-3	57654
chn	CG43427	57655
BEAF-32	Fbxl4	57656
CG8301	CG2974	57657
CG10949	tsr	57658
CG6175	CG2034	57659
Hr39	CG31637	57660
hng1	Trn-SR	57661
CG4404	CG7337	57662
BEAF-32	CG15362	57663
CG34376	CG30269	57664
ct	Trpml	57665
Myb	olf186-F	57666
sqz	CG13807	57667
Mrtf	CG8223	57668
CG3281	alien	57669
su(Hw)	CG9286	57670
E(spl)m3-HLH	CG12004	57671
NfI	CG8067	57672
CG5953	CG8562	57673
E2f2	CG9922	57674
ct	CG3835	57675
Set2	Dok	57676
CG8301	Rab10	57677
Atf6	coil	57678
Dif	CG12269	57679
CG8944	Hel25E	57680
D1	geminin	57681
Adf1	O-fut1	57682
CG11902	bon	57683
Atf3	CG10075	57684
CG9705	Cap-H2	57685
MTA1-like	Ns2	57686
klu	CG14074	57687
CG10565	Inr-a	57688
tj	CG12643	57689
mid	CG9531	57690
crol	GstO2	57691
CG15514	Rpn11	57692
svp	Ero1L	57693
CG11970	CG17168	57694
Atf6	bip1	57695
Atf3	CG32276	57696
D19A	Hr78	57697
apt	CG9850	57698
CHES-1-like	Papss	57699
E(spl)mbeta-HLH	Obp44a	57700
pnt	CG17612	57701
Dek	CG5004	57702
tj	CG12065	57703
CG6791	noi	57704
Thd1	Ubpy	57705
hng2	CG6013	57706
Myb	CG11723	57707
Lin29	Diedel3	57708
shn	CG6621	57709
CG6654	Hexim	57710
CG1529	FK506-bp2	57711
CG4730	wdn	57712
Atf6	CG8272	57713
disco-r	CG30493	57714
mxc	fwd	57715
hb	PlexA	57716
CG3726	CG2016	57717
Mitf	Tollo	57718
CG15514	ArfGAP1	57719
crol	CG9376	57720
Zif	Girdin	57721
BEAF-32	CG7993	57722
CG7928	Pex23	57723
jing	EDTP	57724
CG12659	Hrb98DE	57725
pnt	CG6308	57726
CG5953	Hus1-like	57727
Snoo	CG5805	57728
CG6175	CG14439	57729
phol	ZC3H3	57730
cbt	CG32795	57731
CG2129	GckIII	57732
CG6175	CG11412	57733
Thd1	CG8735	57734
osa	MED1	57735
nub	mirr	57736
Myb	Ssadh	57737
phol	CG12125	57738
BEAF-32	Aldh	57739
CHES-1-like	CG7357	57740
Atf3	EndoA	57741
maf-S	Taf10	57742
jim	lid	57743
CkIIalpha-i1	Spt3	57744
Med	CG1316	57745
mamo	Cul1	57746
CG12942	Nup98-96	57747
CG8301	Fadd	57748
CG3847	CkIalpha	57749
Med	CG3605	57750
Elba2	CG33213	57751
Thd1	Srp19	57752
phol	mRpS35	57753
pnt	CG3520	57754
CTCF	CG5510	57755
CG4282	CG1951	57756
Med	CG10092	57757
klu	CG7849	57758
Elba2	Ptp69D	57759
Sry-delta	snRNP-U1-70K	57760
Myb	CG33514	57761
Ptx1	CAH2	57762
CG4820	CG1109	57763
dalao	mbm	57764
hb	lolal	57765
row	mle	57766
CG3281	CG33213	57767
NfI	Irc	57768
pfk	pea	57769
CG18476	CG6674	57770
CG6175	CG13887	57771
Hr78	CHORD	57772
Ets98B	CG6066	57773
crp	neur	57774
row	CG16941	57775
cbt	fng	57776
cg	CG2186	57777
NfI	Rpn2	57778
Myb	Cat	57779
CG5953	Rab11	57780
BEAF-32	CG1703	57781
CG18011	Mcm7	57782
E2f	Irbp	57783
Dref	CG18094	57784
phol	CG7382	57785
CG10979	unc-45	57786
Mrtf	CG42238	57787
shn	mthl1	57788
E2f	Galphai	57789
Hsf	pch2	57790
ct	jet	57791
vfl	eIF-4a	57792
bowl	Marcal1	57793
Atf6	p24-1	57794
CG11970	Rcd5	57795
CG3281	heix	57796
hang	XRCC1	57797
Trl	CG13690	57798
mirr	wkd	57799
CG17359	Lon	57800
vfl	qless	57801
phol	CG4069	57802
Deaf1	Sec23	57803
Mitf	CG14989	57804
Max	qkr58E-3	57805
CG11902	CG14230	57806
Hnf4	CG30172	57807
vri	CG3342	57808
Dif	CG7275	57809
CG9932	ogre	57810
Atf3	CG10399	57811
Rabex-5	mfas	57812
cbt	v(2)k05816	57813
sd	aos	57814
CG9932	CG13841	57815
CG8301	Mp	57816
CG8478	MED11	57817
chn	f-cup	57818
pnt	CG9796	57819
vri	CG4933	57820
Myb	Dim1	57821
shn	FK506-bp2	57822
CG17385	ERp60	57823
phol	CG9992	57824
Ptx1	CG32022	57825
CTCF	dsd	57826
Ets98B	CG3906	57827
CG4617	CDC45L	57828
Dif	CG7099	57829
Hr78	Indy	57830
BEAF-32	CG14621	57831
drm	CG4645	57832
CG3995	CG6674	57833
D1	CG11985	57834
Hr39	CG30373	57835
MBD-R2	DNApol-eta	57836
CG4730	stau	57837
E2f2	Ak6	57838
Lin29	CG8635	57839
CG8301	CG2310	57840
D19A	CG3857	57841
Trl	CG14476	57842
Deaf1	fu2	57843
CG7987	CG8534	57844
mid	CG4593	57845
Thd1	CG4882	57846
NFAT	lilli	57847
toy	CG9917	57848
Mitf	CG7852	57849
CG4282	Topors	57850
cbt	kat80	57851
CG2875	mbo	57852
CG10431	dob	57853
Myb	CG5548	57854
drm	CG34404	57855
CG17385	mbm	57856
lilli	nmo	57857
CTCF	CG8435	57858
CG3281	row	57859
CG8478	CG5235	57860
CG12942	pch2	57861
bbx	CG13933	57862
MTF-1	CG34376	57863
Meics	Kat60	57864
CG6272	kar	57865
Elba2	Dek	57866
cbt	CG11089	57867
Thd1	CG45049	57868
CG10949	lolal	57869
Med	CG32176	57870
CG8301	AdenoK	57871
ken	Ref1	57872
CG4282	CG5205	57873
vfl	CG8173	57874
CG11456	CG4933	57875
CG6689	Ire1	57876
svp	CG9864	57877
tsh	Tsp42Ei	57878
pho	ytr	57879
Atf6	CG3558	57880
CG30020	Es2	57881
onecut	CG4332	57882
CG17612	D12	57883
onecut	Cyp4g1	57884
GATAe	CG7777	57885
Mitf	bc10	57886
ken	Tsp66E	57887
tj	qua	57888
Lhr	ald	57889
fs(1)h	Nab2	57890
mamo	Blos3	57891
TFAM	Ice2	57892
BEAF-32	Phae2	57893
CG9609	Ocrl	57894
toy	mlt	57895
bun	CG9705	57896
CG34376	Inr-a	57897
Xbp1	ox	57898
CG15514	Dhod	57899
Dif	CG10365	57900
Rabex-5	CG17337	57901
pnt	CG17239	57902
CG10949	RanBP3	57903
disco-r	SsRbeta	57904
CG11398	slif	57905
BEAF-32	CG8320	57906
onecut	CG17562	57907
Mrtf	car	57908
peb	CG10877	57909
CG12942	CG9231	57910
Adf1	CG7220	57911
BEAF-32	RhoGAP5A	57912
shn	CG4089	57913
CG13624	CG12341	57914
Hr39	CG8774	57915
Deaf1	Ptp69D	57916
CG12942	CG10903	57917
CG4282	faf	57918
svp	Esyt2	57919
l(3)neo38	CG8481	57920
GATAe	AdSS	57921
CG15436	CG18081	57922
BEAF-32	Gem2	57923
dsx	Synd	57924
ranshi	Mtr3	57925
NK7.1	Cpr92F	57926
Dsp1	CG44774	57927
Mad	Akt1	57928
z	fwe	57929
CG17829	CG7504	57930
Ets98B	CG6567	57931
svp	yuri	57932
CG32264	peb	57933
Trl	Nf1	57934
Med	CG42240	57935
jim	CG12547	57936
tj	Sfmbt	57937
BEAF-32	CG12391	57938
Lin29	hgo	57939
Met	Grip71	57940
CG10274	CG7326	57941
CG6276	CG4820	57942
ash1	Nup358	57943
Dp	CG10214	57944
chn	CG9992	57945
ci	CG4586	57946
mxc	lva	57947
CG12155	CG4968	57948
CG34376	CG31683	57949
Dif	CG3940	57950
phol	Pgam5	57951
CG3281	CG6685	57952
CG12236	CG1074	57953
cbt	SP1029	57954
cwo	Gdi	57955
CG4404	pck	57956
maf-S	CG30109	57957
emc	Grip	57958
Atf3	CG8129	57959
Max	Mcm6	57960
drm	subdued	57961
CG4282	lack	57962
CG15514	Rpn12	57963
bowl	CG8498	57964
Sry-beta	Vps35	57965
Myb	skpA	57966
dwg	Slbp	57967
sd	h	57968
emc	PGRP-SD	57969
tna	kel	57970
Lin29	CG3734	57971
Br140	Chi	57972
bun	CG15861	57973
CG34376	CG14299	57974
pfk	CG4266	57975
Mef2	CG44774	57976
Ptx1	Tob	57977
cbt	PCID2	57978
Med	CG1662	57979
bowl	CG43102	57980
cbt	Myo28B1	57981
hb	TAF1B	57982
BEAF-32	CG4281	57983
CG9705	CG3071	57984
dalao	Hmg-2	57985
disco-r	sev	57986
Ets98B	Taf10b	57987
Mef2	Rm62	57988
Trl	Tsp3A	57989
Ets98B	CG14543	57990
Sry-beta	CG1622	57991
su(Hw)	Npc2b	57992
vri	CG12241	57993
CG10654	CG9203	57994
GATAe	CG7429	57995
CG17385	RpII18	57996
vfl	CG14721	57997
CG30020	l(1)1Bi	57998
crp	Pino	57999
Set2	CG8108	58000
Mef2	Sxl	58001
CG9948	CG8005	58002
wdn	achi	58003
cyc	CG13315	58004
Rabex-5	cpb	58005
D19A	CG42445	58006
CG4820	RpL4	58007
Elba2	Topors	58008
Atf3	Pli	58009
Myb	CG11539	58010
CG17829	HP5	58011
CG4282	Mcm7	58012
E(spl)mbeta-HLH	CG43313	58013
Hr39	CG7197	58014
ERR	Dak1	58015
Hnf4	CG9304	58016
svp	CG12091	58017
Thd1	fok	58018
cyc	Tgt	58019
peb	CG11034	58020
polybromo	Spt3	58021
YL-1	U2af50	58022
srp	th	58023
CG4936	CG17565	58024
CG32264	Sp7	58025
disco-r	ldbr	58026
exd	CG10417	58027
Chrac-16	CG7275	58028
Aef1	Srp68	58029
mirr	rg	58030
mxc	Galt	58031
CG12104	CG10731	58032
vri	CG4293	58033
dm	dos	58034
ush	Eip63E	58035
Trl	CG4267	58036
Atf6	sNPF	58037
Ubx	Eip63E	58038
CG15514	CG7840	58039
srp	Desat1	58040
Myb	CG1827	58041
Hnf4	CG2135	58042
CG5953	RfC4	58043
CG15514	homer	58044
CG18764	CG18004	58045
Atf6	CG1663	58046
cad	CG6455	58047
CG12299	MED17	58048
Hr78	d4	58049
CG8301	CG16771	58050
MTF-1	Sply	58051
Hnf4	CG4645	58052
Deaf1	Topors	58053
vri	CG32795	58054
CG32772	CG31259	58055
Myb	CG9175	58056
CG11456	GlcAT-I	58057
CG12942	CG5385	58058
Asciz	CG6744	58059
Ptx1	CG7837	58060
ttk	Galphao	58061
vfl	Gadd45	58062
onecut	CG34383	58063
CG1024	RIOK1	58064
vri	CG5149	58065
hb	CG5522	58066
bowl	CG12253	58067
CG11902	CG12325	58068
cyc	CG40485	58069
Dip3	smo	58070
hb	ph-d	58071
CkIIalpha-i1	AMPdeam	58072
jim	CG6254	58073
Chrac-16	CG15536	58074
Trl	Pde11	58075
CG17829	NDUFA8	58076
apt	CG11563	58077
CG3726	Arp5	58078
Myb	HmgD	58079
Xbp1	l(2)06225	58080
onecut	CG42368	58081
Atf3	CG3527	58082
CG8301	LysE	58083
Myb	CG10376	58084
tj	Esyt2	58085
CG3847	RpL37A	58086
mamo	Rh2	58087
CkIIalpha-i1	CG10165	58088
BEAF-32	CG32000	58089
CG34376	cib	58090
G9a	Zw10	58091
Opbp	CG11377	58092
jumu	Art4	58093
CG6175	GstE12	58094
disco-r	CG5707	58095
disco-r	CG31087	58096
BEAF-32	CG5903	58097
Mitf	or	58098
emc	Jon99Ciii	58099
l(3)neo38	CG14882	58100
Dif	CG9941	58101
E(spl)mbeta-HLH	MED23	58102
CG4730	CG10214	58103
CG10669	Chd1	58104
CG1620	CG12082	58105
CG7372	wds	58106
drm	CG3605	58107
Thd1	Ppcs	58108
Hnf4	CG9911	58109
Atf3	CG32633	58110
CG5953	CG14683	58111
shn	Nc	58112
ct	Idgf3	58113
jing	CG14562	58114
Hr39	CG3732	58115
NfI	fng	58116
Ptx1	CG32284	58117
CHES-1-like	Fadd	58118
E(var)3-9	O-fut1	58119
NfI	GC1	58120
vfl	Pxt	58121
Hr78	NaCP60E	58122
CG12659	Eip55E	58123
Hr39	CG4408	58124
Mitf	CG12299	58125
NK7.1	CG2765	58126
hang	Mtor	58127
BEAF-32	Adar	58128
bab2	Stam	58129
Trl	CG5808	58130
CG1529	REG	58131
Mes4	CG4278	58132
Myb	bip1	58133
CG13624	Dhap-at	58134
Atf3	Kdm4A	58135
CG10979	l(2)k05819	58136
crol	CG6796	58137
rgr	CG3542	58138
TFAM	CG2202	58139
E2f2	CG5131	58140
Atf3	HmgD	58141
CG14711	Rheb	58142
BEAF-32	CG2608	58143
CG1603	CG33332	58144
dm	CG17002	58145
CG7987	CG8498	58146
svp	CG32082	58147
crol	CG13947	58148
Snoo	su(Hw)	58149
Bap170	CG10341	58150
tna	CG14715	58151
Zif	CG1542	58152
mld	AdSS	58153
NC2beta	MED11	58154
Su(var)2-10	CG7974	58155
CG9932	RpA-70	58156
CG15514	PCNA	58157
CG12659	mRpL16	58158
CG17385	Mys45A	58159
sd	Mical	58160
CTCF	l(1)G0144	58161
stc	hang	58162
ci	mRpS33	58163
MTF-1	Cht2	58164
peb	CG3448	58165
CG11504	CG4203	58166
CG13624	JTBR	58167
Xbp1	fzy	58168
Mes4	FK506-bp2	58169
fs(1)h	e(y)3	58170
Hr78	CG12121	58171
CG3065	CG32409	58172
TFAM	RpL41	58173
CG3838	CG4164	58174
CG17385	Nhe1	58175
Hr78	CG31248	58176
CG12155	Set	58177
mxc	l(3)72Ab	58178
bbx	CG14229	58179
CG10321	snama	58180
MBD-R2	l(3)76BDr	58181
Xbp1	Wdr82	58182
z	CG8560	58183
ct	Traf-like	58184
Lpt	mRpS23	58185
row	mRNA-cap	58186
vfl	CG8378	58187
tj	loj	58188
mirr	CG13659	58189
crol	Cpr49Ab	58190
CG14711	Mlh1	58191
E2f2	CG1890	58192
CG17385	CG3281	58193
Trl	FK506-bp2	58194
Adf1	Caf1	58195
Jarid2	pea	58196
CG15011	Gmer	58197
NC2beta	Su(P)	58198
